song_id,ground_truth,kmeans,agglo,dbscan
SpotiDownloader.com - The Hand - Annabelle Dinda,unknown,92,50,118
Besomorph - Not The One,unknown,84,101,117
SpotiDownloader.com - Next Summer - Damiano David,unknown,51,8,152
rhianne - Somewhere Only We Know,unknown,62,58,-1
Tokyo_Project_-_My_Perfection_(mp3.pm),Tokyo,21,33,-1
spotifydown.com - I.Crawl - Childish Gambino,unknown,46,57,100
[SPOTDOWNLOADER.COM] It's ok I'm ok,unknown,65,2,-1
SpotiDownloader.com - Like A Villain - Bad Omens,unknown,47,34,27
SpotiDownloader.com - Past Lives - BØRNS,unknown,41,71,-1
spotifydown.com - Every Breath You Take - The Police,unknown,25,12,153
"spotifydown.com - 100,000 People",unknown,1,50,154
spotifydown.com - HOT TO GO!,unknown,31,10,22
SpotiMate.io - Cake By The Ocean - DNCE,unknown,31,2,84
FLETCHER - Serial Heartbreaker,unknown,53,85,14
spotifydown.com - Little Lion Man,unknown,46,57,52
14 - twenty one pilots - Drag Path,unknown,24,19,151
RudyWade - Trapped in a Dream,unknown,46,57,100
Ayla D'Lyla - Money,unknown,100,38,-1
Muse - Supermassive Black Hole,unknown,47,34,20
Transviolet_Destroy_Destroy_Destroy,Transviolet,70,57,207
[SPOTDOWNLOADER.COM] Pretty Girls (1),unknown,86,48,-1
SpotiDownloader.com - RUNRUNRUN - Dutch Melrose,unknown,9,14,14
spotifydown.com - II MOST WANTED,unknown,92,50,155
"spotifydown.com - 100,000 People",unknown,1,50,154
spotifydown.com - In This Shirt,unknown,97,3,156
11. What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),unknown,98,61,-1
SpotiDownloader.com - Manchild - Sabrina Carpenter,unknown,102,8,21
SpotiDownloader.com - There Is a Light That Never Goes Out - 2011 Remaster - The Smiths,unknown,16,69,-1
emlyn - temporary funeral,unknown,3,52,-1
SpotiDownloader.com - She Looks So Perfect - 5 Seconds of Summer,unknown,38,18,-1
spotifydown.com - Love Crime - Amuse-Bouche Version,unknown,40,48,-1
spotifydown.com - Dog Days Are Over,unknown,69,4,-1
League of Legends - Burn It All Down,unknown,5,68,-1
Bruno Mars - Talking to the Moon,unknown,9,14,14
spotidownloader.com - Come Back for Me - Jaymes Young,unknown,80,39,-1
"01 Take Over (feat. Jeremy McKinnon,",unknown,10,42,138
Natalie_Jane_Mentally_Cheating,Natalie,3,52,-1
Harry Styles - Woman,unknown,92,12,157
[SPOTDOWNLOADER.COM] Dial Tone,unknown,9,14,89
[SPOTDOWNLOADER.COM] Electric Love,unknown,76,26,129
SpotiDownloader.com - Give Your Heart A Break (with robbietheused) - Rock Version - Demi Lovato,unknown,10,97,-1
Beyoncé - MY HOUSE,unknown,39,62,144
Eason Chan - 这样很好 (Isha's Song) (from the series Arcane League of Legends),unknown,17,26,-1
I Monster - Who Is She,unknown,78,53,128
The Killers - Mr. Brightside,unknown,47,34,27
Red Leather - SINS,unknown,57,97,198
SpotiDownloader.com - Fix You - Coldplay,unknown,77,76,-1
SpotifyMate.com - The Emptiness Machine - Linkin Park,unknown,77,54,-1
Artemas - i like the way you kiss me (64 kbps),unknown,8,55,-1
Cloudy June - FU In My Head,unknown,55,75,-1
SpotiMate.io - Lovers Rock - TV Girl,unknown,53,14,14
spotifydown.com - Eleanor Rigby,unknown,29,25,-1
spotidownloader.com - Sunburn - Brian Cheng,unknown,27,67,158
SpotiDownloader.com - Mercy - Shawn Mendes,unknown,32,85,-1
spotifydown.com - HIND'S HALL,unknown,65,2,-1
spotifydown.com - I Was Made For Lovin’ You (from The Fall Guy) [Orchestral Version],unknown,85,12,57
Eason Chan - 这样很好 (Isha's Song) (from the series Arcane League of Legends),unknown,46,57,-1
Natalie Jane - AVA,unknown,86,98,-1
SpotiDownloader.com - TYRANT - Beyoncé,unknown,5,2,159
League of Legends - The Curse of the Sad Mummy,unknown,27,67,-1
Radiohead - Everything In Its Right Place,unknown,12,65,-1
spotidownloader.com - Coffee - Chappell Roan,unknown,40,22,-1
Sabrina Carpenter - Feather,unknown,70,40,0
Sub Urban - Freak feat. REI AMI,unknown,82,82,-1
spotifydown.com - Not Like Us,unknown,96,80,-1
Veronica Swift - In the Moonlight,unknown,9,14,119
Chicago - Cell Block Tango,unknown,22,15,74
SpotiDownloader.com - Seventeen Going Under - Sam Fender,unknown,41,13,102
spotifydown.com - Softcore,unknown,9,14,14
spotifydown.com - Houdini,unknown,5,10,0
[SPOTDOWNLOADER.COM] Blood __ Water,[SPOTDOWNLOADER.COM] Blood ,28,18,-1
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,unknown,81,59,-1
Imagine Dragons - It's Time,unknown,72,29,91
Jann - Gladiator,unknown,36,102,-1
SpotiDownloader.com - Past Lives - BØRNS,unknown,41,71,-1
SpotiMate.io - Space Song - Beach House,unknown,98,86,95
SpotiDownloader.com - Duvet - bôa,unknown,39,62,144
spotifydown.com - As the World Caves In,unknown,36,20,-1
Bishop Briggs - River,unknown,38,42,-1
Tom Morello - Come Play (from the series Arcane League of Legends),unknown,72,29,97
Fairly Local - Twenty One Pilots,unknown,43,18,-1
spotifydown.com - Car Radio - Twenty One Pilots,unknown,31,10,22
girl in red - Rue,unknown,97,3,-1
KiNG_MALA_cult_leader,KiNG,40,22,-1
[SPOTDOWNLOADER.COM] Angel,unknown,22,47,-1
Marina_Purge_The_Poison,Marina,10,97,-1
spotifydown.com - Close To You,unknown,39,62,19
Bella_Poarch_Build_a_Bitch,Bella,82,51,-1
spotifydown.com - Stardust,unknown,1,50,-1
Sad Night Dynamite - Smoke Hole (Edit),unknown,47,34,27
SpotiDownloader.com - Mercy - Shawn Mendes,unknown,102,8,72
spotifydown.com - Sucker (from the series Arcane League of Legends),unknown,47,34,20
01 Legends Never Die,unknown,32,50,160
SpotiMate.io - A Little Death - The Neighbourhood,unknown,1,50,-1
spotifydown.com - The Phoenix,unknown,68,27,13
spotifydown.com - I.Crawl - Childish Gambino,unknown,46,57,100
League of Legends - Warriors,unknown,1,50,-1
SpotiDownloader.com - LABOUR - the cacophony - Paris Paloma,unknown,76,14,161
MØØNWATER_Darkside,MØØNWATER,10,83,69
SpotiDownloader.com - Like A Villain - Bad Omens,unknown,47,34,27
SpotiDownloader.com - Seventeen Going Under - Sam Fender,unknown,89,102,162
SpotiMate.io - One More Night - Maroon 5,unknown,31,10,22
SpotiMate.io - did i tell u that i miss u - adore,unknown,9,12,49
Jagwar Twin - Bad Feeling (Oompa Loompa),unknown,43,18,-1
spotifydown.com - Where's My Love,unknown,97,3,-1
Jessica Baio - trust issues,unknown,0,60,-1
spotidownloader.com - Picture You - Chappell Roan,unknown,65,0,-1
Veronica Swift - In the Moonlight,unknown,9,14,119
Ólafur Arnalds - The Journey,unknown,71,72,145
Tamer - Beautiful Crime,unknown,24,19,-1
Laura Karpman - Ms. Marvel Suite,unknown,33,89,-1
The Neighbourhood - Sweater Weather,unknown,57,83,69
SpotiMate.io - I Bet on Losing Dogs - Mitski,unknown,9,62,14
SpotiMate.io - Roommates - Malcolm Todd,unknown,93,15,-1
spotifydown.com - Too Sweet,unknown,25,42,12
[SPOTDOWNLOADER.COM] Too Well,unknown,46,9,35
SpotiMate.io - Chemtrails Over The Country Club - Lana Del Rey,unknown,0,26,-1
[SPOTDOWNLOADER.COM] Angel,unknown,76,26,-1
spotifydown.com - Become the Beast - Karliene,unknown,40,22,-1
Sara Kays - Remember That Night,unknown,22,47,-1
Radiohead - Everything In Its Right Place,unknown,59,88,-1
Madison Beer - Showed Me (How I Fell In Love With You),unknown,84,81,-1
Noah Kahan - Stick Season,unknown,38,9,174
SpotiDownloader.com - Falling In Love - Cigarettes After Sex,unknown,63,44,-1
Bebe Rexha - I'm Gonna Show You Crazy,unknown,39,23,42
Three Days Grace - Animal I Have Become,unknown,68,27,13
SpotiDownloader.com - Again (feat. XXXTENTACION) - Noah Cyrus,unknown,77,95,34
"spotifydown.com - 100,000 People",unknown,63,61,134
04 Running Up That Hill (A Deal with,unknown,24,12,149
spotifydown.com - Desire,unknown,57,64,163
SpotiDownloader.com - The First Time - Damiano David,unknown,32,29,164
spotifydown.com - I Feel Like I'm Drowning - Two Feet,unknown,94,30,-1
[SPOTDOWNLOADER.COM] Kaleidoscope,unknown,86,48,132
SpotiMate.io - Heavenly - Cigarettes After Sex,unknown,98,6,-1
spotifydown.com - I Can't Hear It Now (from the series Arcane League of Legends),unknown,48,79,-1
Harry Styles - Kiwi,unknown,72,34,20
spotifydown.com - Let Me Follow,unknown,86,98,-1
[SPOTDOWNLOADER.COM] Prom Queen,unknown,46,57,0
Charlotte_Lawrence_Joke_s_On_You,Charlotte,102,8,59
SpotiDownloader.com - party 4 u - Charli xcx,unknown,52,4,-1
spotifydown.com - Killing Me,unknown,53,40,-1
[SPOTDOWNLOADER.COM] Kaleidoscope,unknown,13,58,-1
spotifydown.com - As the World Caves In,unknown,17,100,-1
SpotiDownloader.com - RUNRUNRUN - Dutch Melrose,unknown,25,42,12
Aly_AJ_Potential_Breakup_Song,Aly,78,30,-1
SpotiDownloader.com - Control - Halsey,unknown,1,50,-1
A Little Wicked -- Valerie Broussard,unknown,60,92,-1
Adam Jensen - The Mystic,unknown,38,42,16
SpotiDownloader.com - Heavy - The Marías,unknown,44,86,-1
League of Legends - Burn It All Down,unknown,31,10,22
SpotiDownloader.com - There's Nothing Holdin' Me Back - Shawn Mendes,unknown,88,35,36
spotifydown.com - Alrighty Aphrodite,unknown,80,39,121
spotifydown.com - Risk,unknown,38,9,6
Lewis Capaldi - Someone You Loved (1),unknown,44,81,147
"spotifydown.com - 100,000 People",unknown,63,61,134
Joel Sunny - Luminary,unknown,78,30,-1
01 _Slut!_ (Taylor's Version) [From,01 ,64,56,-1
spotifydown.com - Humankind,unknown,9,14,-1
spotifydown.com - Desire,unknown,25,12,153
[SPOTDOWNLOADER.COM] Electric Love,unknown,25,42,37
Expectations __ Lauren Jauregui,Expectations ,3,52,-1
The Neighbourhood - Sweater Weather,unknown,89,87,141
[SPOTDOWNLOADER.COM] Angel,unknown,22,47,-1
SpotiDownloader.com - Boom Clap - Charli xcx,unknown,70,40,0
SpotiMate.io - Folded - Kehlani,unknown,100,38,-1
SpotiDownloader.com - Breakin' Dishes - Rihanna,unknown,53,23,165
SpotiDownloader.com - Love Me Not - Ravyn Lenae,unknown,92,50,43
[SPOTDOWNLOADER.COM] Heavydirtysoul,unknown,31,10,-1
Sabai - Scared,unknown,31,10,0
SpotiDownloader.com - No. 1 Party Anthem - Arctic Monkeys,unknown,80,39,-1
spotidownloader.com - luther (with sza) - Kendrick Lamar,unknown,34,84,-1
Grant Knoche - ICARUS,unknown,38,9,86
League of Legends - Warriors,unknown,1,50,-1
Chicago - Cell Block Tango,unknown,22,35,166
"The Offspring - You're Gonna Go Far, Kid",unknown,68,34,27
SpotiDownloader.com - Bloodline (with Jelly Roll) - Alex Warren,unknown,92,50,-1
01 Puppet,unknown,46,57,-1
SpotiDownloader.com - Touch - Cigarettes After Sex,unknown,97,3,-1
[SPOTDOWNLOADER.COM] Tear in My Heart,unknown,37,80,-1
spotifydown.com - II MOST WANTED,unknown,25,42,39
[SPOTDOWNLOADER.COM] Chihiro,unknown,13,89,-1
SpotiDownloader.com - Skin and Bones - David Kushner,unknown,50,3,-1
Vendetta- Unsecret,unknown,89,95,-1
"spotifydown.com - 100,000 People",unknown,12,56,-1
spotifydown.com - Eleanor Rigby,unknown,61,30,-1
SpotiMate.io - What Have They Done To Us _ft. Sasha Alex Sloan_ _from the series Arcane League of Legends_ - Mako,SpotiMate.io - What Have They Done To Us ,13,58,-1
SpotiMate.io - One More Night - Maroon 5,unknown,31,10,22
SpotiDownloader.com - 1950 - King Princess,unknown,80,39,30
"01 Seraphine, The Starry - Eyed Song",unknown,86,98,-1
Radiohead - Everything In Its Right Place,unknown,63,61,-1
SpotiDownloader.com - End of the World - Miley Cyrus,unknown,57,95,101
spotifydown.com - Animal - Chase Holfelder,unknown,43,18,-1
UPSAHL - Wish You'd Make Me Cry,unknown,83,29,-1
SpotiDownloader.com - The Subway - Chappell Roan,unknown,100,38,-1
Harry Styles - Sweet Creature,unknown,0,60,-1
spotifydown.com - Baby Blue Bathing Suit,unknown,67,13,-1
Lana Del Rey - Lolita,unknown,36,102,-1
Billie Eilish - idontwannabeyouanymore,unknown,44,60,167
spotifydown.com - Love Crime - Amuse-Bouche Version,unknown,76,26,-1
SpotiDownloader.com - Cake - Melanie Martinez,unknown,16,70,-1
SpotiDownloader.com - undressed - sombr,unknown,32,20,-1
SpotiMate.io - Francis Forever - Mitski,unknown,83,10,0
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,97,3,45
[SPOTDOWNLOADER.COM] Numb,unknown,4,20,-1
Morgan_St_Jean_Do_It_Like_A_Girl,Morgan,100,38,5
The Neighbourhood - Sweater Weather,unknown,57,83,69
SpotiDownloader.com - her - JVKE,unknown,35,39,-1
spotifydown.com - Cry,unknown,39,62,131
Ólafur Arnalds - The Journey,unknown,62,1,-1
spotifydown.com - Goddess,unknown,49,31,-1
Sir_Chloe_Michelle,Sir,86,98,-1
SpotiDownloader.com - LABOUR - the cacophony - Paris Paloma,unknown,76,14,161
Everybody_Loves_an_Outlaw_I_See_Red,Everybody,79,2,-1
FLETCHER - Serial Heartbreaker,unknown,53,85,14
SpotiDownloader.com - The Scientist - Coldplay,unknown,1,50,168
League of Legends - Burn It All Down,unknown,13,0,-1
spotifydown.com - Abracadabra - Lady Gaga,unknown,102,8,169
SpotiDownloader.com - we never dated - sombr,unknown,92,50,43
[SPOTDOWNLOADER.COM] Creatures in Heaven,unknown,84,101,170
SpotiDownloader.com - LABOUR - the cacophony - Paris Paloma,unknown,30,44,-1
Maggie_Lindemann_Knife_Under_My_Pillow,Maggie,83,10,0
SpotiDownloader.com - Nothing's Gonna Hurt You Baby - Cigarettes After Sex,unknown,44,81,-1
League_of_Legends_The_Call,League,24,19,-1
spotifydown.com - Oblivions,unknown,73,6,-1
NF - The Search,unknown,62,47,-1
[SPOTDOWNLOADER.COM] Red Wine Supernova (1),unknown,93,15,-1
The Devil Is A Gentleman - Merci Raines,unknown,76,26,-1
spotifydown.com - High,unknown,53,62,14
SpotiDownloader.com - All The Things She Said - t.A.T.u.,unknown,72,5,-1
spotifydown.com - Cry,unknown,64,56,-1
SpotiDownloader.com - EGO - Qing Madi,unknown,0,60,-1
spotifydown.com - To Ashes and Blood (from the series Arcane League of Legends),unknown,92,12,-1
spotifydown.com - blue - yung kai,unknown,19,17,-1
SpotiDownloader.com - There Is a Light That Never Goes Out - 2011 Remaster - The Smiths,unknown,16,69,-1
Dove Cameron - We Go Down Together,unknown,66,16,-1
[SPOTDOWNLOADER.COM] One More Light,unknown,73,6,82
SpotiDownloader.com - Too Much - Dove Cameron,unknown,53,85,14
SpotiMate.io - The Water Is Fine - Chloe Ament,unknown,16,69,171
[SPOTDOWNLOADER.COM] Come Play (from the series Arcane League of Legends),unknown,32,29,88
14 - twenty one pilots - Drag Path,unknown,24,19,151
SpotiDownloader.com - There's Nothing Holdin' Me Back - Shawn Mendes,unknown,46,57,83
Linkin Park - Friendly Fire,unknown,72,29,97
SpotiDownloader.com - back to friends - sombr,unknown,26,20,-1
SpotiDownloader.com - Next Summer - Damiano David,unknown,47,34,-1
League of Legends - REMIX RUMBLE,unknown,83,5,25
Bryce Fox - Horns,unknown,76,26,-1
ALL NIGHT  TYRANT - HANGMAN VERSION,unknown,38,9,76
Harry Styles - Woman,unknown,92,12,157
Peter Gabriel - Heroes,unknown,81,30,-1
SpotiDownloader.com - Touch - Cigarettes After Sex,unknown,97,3,-1
SpotiDownloader.com - Angry Too - Lola Blanc,unknown,25,42,-1
SpotiDownloader.com - TV - Billie Eilish,unknown,15,16,-1
[SPOTDOWNLOADER.COM] CRAZY,unknown,31,2,84
VALORANT - VISIONS,unknown,32,29,88
SpotiDownloader.com - TYRANT - Beyoncé,unknown,5,10,0
Lana Del Rey – Season of the Witch,unknown,62,1,-1
Angels - Vicetone (Edit),unknown,16,69,18
Natalie_Jane_Mentally_Cheating,Natalie,93,15,-1
Miley Cyrus - Mother's Daughter,unknown,51,8,-1
SpotiDownloader.com - There Is a Light That Never Goes Out - 2011 Remaster - The Smiths,unknown,70,40,130
Billie Eilish - idontwannabeyouanymore,unknown,30,23,-1
Katie Gregson-MacLeod - complex (demo),unknown,17,83,-1
SpotiMate.io - Roommates - Malcolm Todd,unknown,34,84,-1
Doja Cat - Gun,unknown,23,36,-1
Expectations __ Lauren Jauregui,Expectations ,3,52,-1
Josh Levi - ALL OVER AGAIN,unknown,65,45,-1
Stileto_Cravin_,Stileto,56,30,55
spotifydown.com - Wicked Game,unknown,62,0,-1
spotifydown.com - la di die (feat. Jaden Hossler),unknown,79,28,-1
[SPOTDOWNLOADER.COM] Lost,unknown,100,38,-1
Eason Chan - 这样很好 (Isha's Song) (from the series Arcane League of Legends),unknown,4,20,-1
spotifydown.com - Sucker (from the series Arcane League of Legends),unknown,47,34,20
M.I.A. - Bad Girls,unknown,5,10,0
[SPOTDOWNLOADER.COM] One More Light,unknown,73,6,82
spotifydown.com - In This Shirt,unknown,57,64,-1
K-DA - MORE,unknown,83,10,0
SpotiDownloader.com - The Cut That Always Bleeds - Conan Gray,unknown,33,89,-1
SpotiDownloader.com - Hard Times - Paramore,unknown,5,38,48
SpotiMate.io - Chemtrails Over The Country Club - Lana Del Rey,unknown,13,58,-1
spotifydown.com - Miserable Man,unknown,18,24,-1
Harry Styles - Sweet Creature,unknown,13,58,-1
spotifydown.com - Wildflower and Barley,unknown,15,99,-1
Neoni - DARKSIDE,unknown,46,57,-1
Queen - Another One Bites The Dust - Remastered 2011,unknown,88,35,36
Banners - Someone To You,unknown,9,14,14
The Killers - Somebody Told Me,unknown,4,20,-1
Tears of Gold,unknown,90,68,0
Lady_Gaga_Bloody_Mary,Lady,70,40,0
SpotiMate.io - Beanie - Chezile,unknown,29,25,-1
Little Mermaid - Poor Unfortunate Souls,unknown,45,7,136
SpotiDownloader.com - Too Much - Dove Cameron,unknown,53,85,14
Melanie Martinez - Mad Hatter,unknown,88,35,-1
SpotiMate.io - Salvatore - Lana Del Rey,unknown,6,78,172
SpotiMate.io - Chemtrails Over The Country Club - Lana Del Rey,unknown,13,58,-1
SpotiDownloader.com - The Cut That Always Bleeds - Conan Gray,unknown,33,89,-1
Cage The Elephant - Ain't No Rest for the Wicked,unknown,43,18,-1
spotifydown.com - Baby Blue Movie,unknown,73,6,56
Miley Cyrus - Angels Like You,unknown,55,75,-1
[SPOTDOWNLOADER.COM] Too Well,unknown,7,37,-1
Neoni - Paranoia,unknown,37,23,-1
Cute_Whore_Cult_Leader,Cute,44,81,115
spotifydown.com - LET THE WORLD BURN,unknown,9,14,7
Achilles Heel - J. Maya,unknown,53,62,14
[SPOTDOWNLOADER.COM] Sailor Song,unknown,87,7,-1
SpotiDownloader.com - Apocalypse - Cigarettes After Sex,unknown,84,86,78
spotifydown.com - Miss Me Too,unknown,85,12,57
Ólafur Arnalds - The Journey,unknown,75,77,-1
Muse - Supermassive Black Hole,unknown,72,29,-1
K-DA - MORE,unknown,83,10,0
League of Legends - RISE,unknown,53,85,14
SpotiDownloader.com - Heavy - The Marías,unknown,44,86,-1
02. Our Love (from the series Arcane League of Legends),unknown,92,12,49
spotifydown.com - The Phoenix,unknown,4,20,-1
d4vd - Romantic Homicide,unknown,80,39,-1
SpotiMate.io - Bubblegum Bitch - MARINA,unknown,31,10,0
SpotiMate.io - Chemtrails Over The Country Club - Lana Del Rey,unknown,13,58,-1
Run Boy Run - Woodkid,unknown,1,50,168
SpotiDownloader.com - her - JVKE,unknown,29,24,-1
[SPOTDOWNLOADER.COM] Video Games,unknown,17,48,-1
SpotiDownloader.com - Nothing's Gonna Hurt You Baby - Cigarettes After Sex,unknown,44,81,109
Ólafur Arnalds - The Journey,unknown,75,77,-1
Imagine Dragons - It's Time,unknown,38,9,206
Sarah Jeffery - Queen of Mean,unknown,65,2,85
[SPOTDOWNLOADER.COM] Dial Tone,unknown,9,14,89
Cloudy June - FU In My Head,unknown,96,80,-1
spotidownloader.com - luther (with sza) - Kendrick Lamar,unknown,39,62,-1
spotifydown.com - all the kids are depressed,unknown,29,24,-1
NATURE,unknown,25,42,12
SpotiDownloader.com - EGO - Qing Madi,unknown,85,12,70
Britney Spears - Circus,unknown,88,38,-1
spotifydown.com - To Ashes and Blood (from the series Arcane League of Legends),unknown,1,50,96
spotifydown.com - Guess featuring Billie Eilish,unknown,5,68,0
Djerv - Rebel Heart (from the series Arcane League of Legends),unknown,68,34,27
Stela_Cole_Kiss_or_Kill,Stela,100,38,31
spotifydown.com - Orpheus,unknown,51,8,-1
spotifydown.com - Mystery of Love,unknown,8,55,-1
SpotiDownloader.com - Yellow Flicker Beat - Lorde,unknown,53,85,14
Tommee_Profitt_Can_t_Help_Falling_In_Love,Tommee,49,31,-1
Veronica Swift - In the Moonlight,unknown,9,62,14
SpotiDownloader.com - Yellow Flicker Beat - Lorde,unknown,23,36,-1
SpotiDownloader.com - her - JVKE,unknown,29,24,-1
Banners - Someone To You,unknown,32,85,-1
One True God x The Tech Thieves - Keep You (64 kbps),unknown,57,64,-1
SpotiMate.io - TIT FOR TAT - Tate McRae,unknown,37,99,-1
Lewis Capaldi - Forget Me,unknown,39,23,106
SpotiDownloader.com - Yellow Flicker Beat - Lorde,unknown,39,23,106
spotidownloader.com - Come Back for Me - Jaymes Young,unknown,97,3,-1
Lewis Capaldi - Wish You The Best,unknown,5,68,173
spotifydown.com - Wildflower and Barley,unknown,101,1,-1
Billie Eilish - you should see me in a crown,unknown,99,49,-1
Royal & the Serpent - Wasteland (from the series Arcane League of Legends),unknown,49,31,-1
2WEI_Toxic,2WEI,97,19,-1
spotifydown.com - Icarus,unknown,39,23,42
SpotiDownloader.com - dying on the inside - Nessa Barrett,unknown,31,10,22
SpotiDownloader.com - Again (feat. XXXTENTACION) - Noah Cyrus,unknown,0,60,-1
SpotiMate.io - Alejandro - Lady Gaga,unknown,5,68,0
SpotiDownloader.com - LABOUR - the cacophony - Paris Paloma,unknown,44,81,-1
spotifydown.com - CORALINE - Måneskin,unknown,70,40,0
Radiohead - Everything In Its Right Place,unknown,64,56,-1
14 - twenty one pilots - Drag Path,unknown,84,86,140
I Monster - Who Is She,unknown,78,53,128
Penelope_Scott_Rät,Penelope,24,19,-1
Alec Benjamin - One Wrong Turn,unknown,39,62,-1
Cigarettes After Sex - Cry,unknown,54,73,-1
spotifydown.com - Bad Reputation - Joan Jett & the Blackhearts,unknown,4,8,-1
SpotiDownloader.com - Love Me Not - Ravyn Lenae,unknown,92,50,43
Neoni - OUTLAW,unknown,9,14,14
SpotiMate.io - Vienna - Billy Joel,unknown,10,70,-1
SpotiMate.io - Salvatore - Lana Del Rey,unknown,80,39,-1
spotidownloader.com - Sunburn - Brian Cheng,unknown,27,67,158
[SPOTDOWNLOADER.COM] Big Dawgs,unknown,83,10,0
[SPOTDOWNLOADER.COM] Pink Pony Club,unknown,10,97,68
David Kushner - Dead Man,unknown,59,100,-1
Olivia Rodrigo - Can’t Catch Me Now,unknown,10,9,-1
[SPOTDOWNLOADER.COM] Heavydirtysoul,unknown,31,10,-1
Tate McRae - Sports car,unknown,37,23,-1
League of Legends - Piercing Light,unknown,72,5,20
SpotiMate.io - the perfect pair - beabadoobee,unknown,1,12,-1
NEONI_I_M_NOT_SORRY,NEONI,90,2,-1
spotifydown.com - The Phoenix,unknown,68,27,13
spotifydown.com - Francesca,unknown,66,0,-1
spotifydown.com - Fade Into You,unknown,15,99,98
spotifydown.com - Wildflower and Barley,unknown,33,89,110
spotifydown.com - Becky's So Hot,unknown,70,40,0
emlyn - temporary funeral,unknown,93,15,-1
SNOW WIFE - AMERICAN HORROR SHOW,unknown,38,9,174
Nirvana - Something In The Way,unknown,12,56,-1
SpotiDownloader.com - Elastic Heart - Sia,unknown,47,34,27
SpotiDownloader.com - party 4 u - Charli xcx,unknown,30,96,-1
Bruno Mars - Talking to the Moon,unknown,61,41,-1
spotifydown.com - Numb,unknown,47,34,175
I Will Carry You - Tommee Profitt & Stephen Stanley,unknown,48,79,-1
spotifydown.com - The Craving - single version,unknown,33,62,-1
SpotiDownloader.com - The Only Exception - Paramore,unknown,9,14,14
SpotiMate.io - Sienna - The Marías,unknown,73,6,-1
Ólafur Arnalds - The Journey,unknown,71,72,145
Labrinth - Jealous,unknown,49,31,-1
Laura Karpman - Ms. Marvel Suite,unknown,100,38,124
SpotiDownloader.com - My Girl - Isabel LaRosa,unknown,64,56,123
Lana Del Rey – Season of the Witch,unknown,17,83,-1
Benson Boone - Beautiful Things,unknown,96,80,-1
SpotiMate.io - Man I Need - Olivia Dean,unknown,85,12,-1
14 - twenty one pilots - Drag Path,unknown,26,20,125
Everbody Wants To Rule The World - Lorde,unknown,63,61,-1
spotifydown.com - Numb,unknown,47,34,175
Neoni - VILLAIN,unknown,100,38,5
Ayla D'Lyla - Money,unknown,46,57,-1
SpotiDownloader.com - Heavy - The Marías,unknown,50,3,-1
spotifydown.com - TEXAS HOLD 'EM,unknown,30,96,176
CL -  HELLO BITCHES,unknown,28,5,-1
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,95,78,-1
Chinchilla - Little Girl Gone,unknown,100,38,31
Trouble_Valerie_Broussard,Trouble,72,29,-1
spotifydown.com - So What,unknown,68,27,27
spotifydown.com - Dog Days Are Over,unknown,70,68,0
rhianne - Somewhere Only We Know,unknown,62,47,-1
SpotiDownloader.com - LABOUR - the cacophony - Paris Paloma,unknown,76,14,161
King Princess - Fantastic (from the series Arcane League of Legends),unknown,26,20,50
spotifydown.com - Girl With One Eye,unknown,69,11,-1
[SPOTDOWNLOADER.COM] Courtesy Call,unknown,72,5,20
Isabel LaRosa - older,unknown,43,18,-1
spotifydown.com - Too Sweet,unknown,25,42,12
spotifydown.com - obsessed,unknown,72,5,20
[SPOTDOWNLOADER.COM] SUPERMODEL,unknown,100,38,-1
spotifydown.com - Guess featuring Billie Eilish,unknown,43,35,-1
SpotiDownloader.com - Drinking with Cupid - VOILÀ,unknown,32,50,160
spotifydown.com - Become the Beast - Karliene,unknown,22,47,-1
spotidownloader.com - Naked In Manhattan - Chappell Roan,unknown,76,14,161
spotifydown.com - So What,unknown,5,38,-1
Lauren Spencer Smith - Best Friend Breakup,unknown,15,99,38
Em Beihold - Too Precious,unknown,70,40,0
spotifydown.com - The Craving - single version,unknown,32,29,177
Rhea_Raj_Devil_In_A_Dress,Rhea,96,37,-1
[SPOTDOWNLOADER.COM] American Cliché,unknown,46,57,11
Lewis Blissett - Killing Butterflies,unknown,44,81,-1
Katie Gregson-MacLeod - complex (demo),unknown,59,100,-1
SpotiMate.io - The Other Woman - Lana Del Rey,unknown,8,55,-1
spotifydown.com - Risk,unknown,53,62,14
Emily Browning - Sweet Dreams (Are Made Of This),unknown,35,95,178
Jvke - this is what sadness feels like,unknown,44,81,-1
Alexander Stewart - i wish you cheated,unknown,37,96,-1
Laura Karpman - Ms. Marvel Suite,unknown,78,30,-1
Red Leather - SINS,unknown,35,76,-1
SpotiDownloader.com - EGO - Qing Madi,unknown,14,1,-1
My Chemical Romance - Teenagers,unknown,28,10,-1
SpotiDownloader.com - Hot N Cold - Katy Perry,unknown,79,2,-1
spotifydown.com - I Was Made For Lovin’ You (from The Fall Guy) [Orchestral Version],unknown,85,12,57
Veronica Swift - In the Moonlight,unknown,0,72,-1
Jann - Gladiator,unknown,36,102,-1
spotifydown.com - SICK,unknown,56,30,-1
Tate Mcrae-1035,unknown,92,50,155
Mimi Webb - Good Without,unknown,84,101,-1
Cute_Whore_Cult_Leader,Cute,44,81,115
Sarah Jeffery - Queen of Mean,unknown,56,48,-1
