song_id,genre
spotifydown.com - Slow It Down,Romantic Ballad
spotifydown.com - So What,Angst
spotifydown.com - Softcore,Angst
"spotifydown.com - Soldier, Poet, King",Romantic Ballad
spotifydown.com - Someone New,Romantic Ballad
spotifydown.com - Something Blue,Angst
spotifydown.com - Stardust,Romantic Ballad
spotifydown.com - Stargazing,Romantic Ballad
spotifydown.com - Sucker (from the series Arcane League of Legends),Soundtrack
spotifydown.com - Take Me to the Beach (feat. Ado) - Imagine Dragons,Angst
spotifydown.com - Taste,Romantic Ballad
spotifydown.com - TEXAS HOLD 'EM,Romantic Ballad
spotifydown.com - That Girl - Emei,Angst
spotifydown.com - The Craving - single version,Romantic Ballad
spotifydown.com - The Kids Aren't Alright - The Offspring,Angst
spotifydown.com - The Phoenix,Angst
spotifydown.com - To Ashes and Blood (from the series Arcane League of Legends),Soundtrack
spotifydown.com - Too Sweet,Angst
spotifydown.com - trouble,Angst
spotifydown.com - Two Men in Love,Hannibal 🖕 Will
spotifydown.com - us. (feat. Taylor Swift),Romantic Ballad
spotifydown.com - Use Somebody - Kings of Leon,Angst
spotifydown.com - Victorious,Angst
spotifydown.com - Viva La Vida,Angst
spotifydown.com - Washing Machine Heart,Angst
spotifydown.com - Way down We Go,Hannibal 🖕 Will
spotifydown.com - Welcome to the Black Parade,Angst
spotifydown.com - Whatever,Romantic Ballad
spotifydown.com - Where's My Love,Romantic Ballad
spotifydown.com - Wicked Game,Hannibal 🖕 Will
spotifydown.com - Wildflower and Barley,Angst
spotifydown.com - Судно (Борис Рижий),Angst
SpotifyMate.com - Mantra - JENNIE,Romantic Ballad
SpotifyMate.com - The Emptiness Machine - Linkin Park,Angst
SpotiMate.io - A Little Death - The Neighbourhood,Romantic Ballad
SpotiMate.io - Alejandro - Lady Gaga,Angst
SpotiMate.io - All I Wanted - Paramore,Angst
SpotiMate.io - Beanie - Chezile,Romantic Ballad
SpotiMate.io - Bubblegum Bitch - MARINA,Angst
SpotiMate.io - Cake By The Ocean - DNCE,Angst
SpotiMate.io - Chemtrails Over The Country Club - Lana Del Rey,Romantic Ballad
SpotiMate.io - Cinnamon Girl - Lana Del Rey,Romantic Ballad
SpotiMate.io - Demons - Imagine Dragons,Angst
SpotiMate.io - Dernière danse - Indila,Angst
SpotiMate.io - did i tell u that i miss u - adore,Romantic Ballad
SpotiMate.io - Diet Mountain Dew - Lana Del Rey,Romantic Ballad
SpotiMate.io - Dracula - Tame Impala,Angst
SpotiMate.io - Folded - Kehlani,Angst
SpotiMate.io - Francis Forever - Mitski,Romantic Ballad
SpotiMate.io - Good Looking - Suki Waterhouse,Romantic Ballad
SpotiMate.io - Green Light - Lorde,Angst
SpotiMate.io - Heavenly - Cigarettes After Sex,Romantic Ballad
SpotiMate.io - I Bet on Losing Dogs - Mitski,Romantic Ballad
SpotiMate.io - i wanna be your girlfriend - girl in red,Romantic Ballad
SpotiMate.io - Let Down - Radiohead,Angst
SpotiMate.io - Level of Concern - Twenty One Pilots,Angst
SpotiMate.io - Lovers Rock - TV Girl,Romantic Ballad
SpotiMate.io - Lush Life - Zara Larsson,Romantic Ballad
SpotiMate.io - Man I Need - Olivia Dean,Romantic Ballad
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,Romantic Ballad
SpotiMate.io - One More Night - Maroon 5,Romantic Ballad
SpotiMate.io - Please Be Rude - Gigi Perez,Romantic Ballad
SpotiMate.io - Poker Face - Lady Gaga,Angst
SpotiMate.io - Roommates - Malcolm Todd,Romantic Ballad
SpotiMate.io - Salvatore - Lana Del Rey,Romantic Ballad
SpotiMate.io - Sienna - The Marías,Romantic Ballad
SpotiMate.io - Something About You - Eyedress,Romantic Ballad
SpotiMate.io - Space Song - Beach House,Romantic Ballad
SpotiMate.io - Stay - Rihanna,Romantic Ballad
SpotiMate.io - The Dead Dance - Lady Gaga,Romantic Ballad
SpotiMate.io - The Last Of The Real Ones - Fall Out Boy,Angst
SpotiMate.io - The Other Woman - Lana Del Rey,Romantic Ballad
SpotiMate.io - the perfect pair - beabadoobee,Romantic Ballad
SpotiMate.io - The Water Is Fine - Chloe Ament,Romantic Ballad
SpotiMate.io - TIT FOR TAT - Tate McRae,Romantic Ballad
SpotiMate.io - Treat You Better - Shawn Mendes,Romantic Ballad
SpotiMate.io - Vienna - Billy Joel,Romantic Ballad
Stephen Dawes - Teenage Dream,Romantic Ballad
Stileto - Dead Or Alive,Game Soundtrack
Stileto - Super Villain,Game Soundtrack
Sub Urban - Freak feat. REI AMI,Angst
SZA - I Hate U,Romantic Ballad
Tate McRae - exes,Romantic Ballad
Tate McRae - greedy,Angst
Tate McRae - Sports car,Angst
Tate McRae - what would you do,Romantic Ballad
Tate Mcrae-1035,Angst
Tears of Gold,Romantic Ballad
Teddy Swims - Lose Control,Angst
The Bidding - Tally Hall,Angst
The Boys - I Can Do Anything,Game Soundtrack
The Devil Is A Gentleman - Merci Raines,Angst
The Marías - baby one more time,Angst
The Marías - Hush,Angst
The Neighbourhood - Sweater Weather,Romantic Ballad
The Tech Thieves - Fake,Game Soundtrack
The Whole Being Dead Thing,Angst
This Mountain,Romantic Ballad
Tommy Genesis - a woman is a god,Angst
Troye Sivan - One Of Your Girls,Romantic Ballad
Unknown Brain - Control,Game Soundtrack
Unlike Pluto - Worst in Me,Game Soundtrack
UPSAHL - Wish You'd Make Me Cry,Angst
VALORANT - Die For You,Game Soundtrack
VALORANT - Fire Again,Game Soundtrack
VALORANT - RE-IGNITION,Game Soundtrack
VALORANT - RENEGADE,Game Soundtrack
VALORANT - Ticking Away,Game Soundtrack
VALORANT - VISIONS,Game Soundtrack
Vaultboy - everything sucks,Romantic Ballad
Vendetta- Unsecret,Angst
Veronica Swift - In the Moonlight,Angst
VILLAINS,Angst
Walk Off the Earth - My Stupid Heart,Romantic Ballad
WHY DONT WE - HOW DO YOU LOVE SOMEBODY,Angst
Will Jay - I Need Control,Angst
Winona Oak - SHE,Angst
wires - the neighbourhood,Angst
YUNGBLUD - fleabag,Angst
Zeph - could you love me while i hate myself,Romantic Ballad
[SPOTDOWNLOADER.COM] American Cliché,Romantic Ballad
[SPOTDOWNLOADER.COM] Angel,Romantic Ballad
[SPOTDOWNLOADER.COM] APT.,Romantic Ballad
[SPOTDOWNLOADER.COM] Big Dawgs,Angst
[SPOTDOWNLOADER.COM] Bring Me To Life,Angst
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,Angst
[SPOTDOWNLOADER.COM] Chihiro,Angst
[SPOTDOWNLOADER.COM] Come Play (from the series Arcane League of Legends),Instrumental
[SPOTDOWNLOADER.COM] Courtesy Call,Angst
[SPOTDOWNLOADER.COM] CRAZY,Romantic Ballad
[SPOTDOWNLOADER.COM] Creatures in Heaven,Romantic Ballad
[SPOTDOWNLOADER.COM] cross my heart,Angst
[SPOTDOWNLOADER.COM] Dial Tone,Angst
[SPOTDOWNLOADER.COM] Diet Pepsi,Romantic Ballad
[SPOTDOWNLOADER.COM] Dream On,Angst
[SPOTDOWNLOADER.COM] Electric Love,Angst
[SPOTDOWNLOADER.COM] Femininomenon,Romantic Ballad
[SPOTDOWNLOADER.COM] For Cryin' Out Loud!,Romantic Ballad
[SPOTDOWNLOADER.COM] He's My Man,Angst
[SPOTDOWNLOADER.COM] Heart Attack - Rock Version,Angst
[SPOTDOWNLOADER.COM] Heaven,Romantic Ballad
[SPOTDOWNLOADER.COM] Heavydirtysoul,Angst
[SPOTDOWNLOADER.COM] I Like You Best,Angst
[SPOTDOWNLOADER.COM] I Was Made For Lovin' You,Angst
[SPOTDOWNLOADER.COM] It's ok I'm ok,Angst
[SPOTDOWNLOADER.COM] Kaleidoscope,Romantic Ballad
[SPOTDOWNLOADER.COM] Killer Queen - Remastered 2011,Angst
[SPOTDOWNLOADER.COM] Lost,Angst
[SPOTDOWNLOADER.COM] Lotus Eater,Romantic Ballad
"[SPOTDOWNLOADER.COM] Mona Lisa, Mona Lisa",Romantic Ballad
[SPOTDOWNLOADER.COM] Monster,Angst
[SPOTDOWNLOADER.COM] Moonlit Floor (Kiss Me),Romantic Ballad
[SPOTDOWNLOADER.COM] Move,Angst
[SPOTDOWNLOADER.COM] My Kink Is Karma,Romantic Ballad
[SPOTDOWNLOADER.COM] Naked,Romantic Ballad
[SPOTDOWNLOADER.COM] Numb,Angst
[SPOTDOWNLOADER.COM] One More Light,Angst
[SPOTDOWNLOADER.COM] Overcompensate,Angst
[SPOTDOWNLOADER.COM] Paint The Town Blue (from the series Arcane League of Legends),Instrumental
[SPOTDOWNLOADER.COM] parents,Angst
[SPOTDOWNLOADER.COM] Pink Pony Club,Romantic Ballad
[SPOTDOWNLOADER.COM] Pretty Girls (1),Romantic Ballad
[SPOTDOWNLOADER.COM] Prom Queen,Angst
[SPOTDOWNLOADER.COM] Psycho Killer - 2005 Remaster,Angst
[SPOTDOWNLOADER.COM] Red Wine Supernova (1),Romantic Ballad
[SPOTDOWNLOADER.COM] Sailor Song,Romantic Ballad
[SPOTDOWNLOADER.COM] Sleepyhead,Angst
[SPOTDOWNLOADER.COM] SUPERMODEL,Angst
[SPOTDOWNLOADER.COM] Tear in My Heart,Angst
[SPOTDOWNLOADER.COM] TIMEZONE,Angst
[SPOTDOWNLOADER.COM] Too Well,Romantic Ballad
[SPOTDOWNLOADER.COM] Touch,Romantic Ballad
[SPOTDOWNLOADER.COM] Video Games,Angst
[SPOTDOWNLOADER.COM] Zombie,Angst
